session,quelle,thema,erstellt,selbsteinschaetzung-sprache,themenbezogenheit,logik-des-aufbaus,ausfuehrlichkeit-aussagekraft,sprachbeherrschung,komplexitaet,wortschatz-textverknuepfung,gebrauch-sprachlicher-strukturen,selbsteinschaetzung-bewertung
k93jcx7ncootup27k9cukufet8klqhe4,ChatGPT-3,Do arts and music improve the quality of life?,2023-03-28 13:08:37.590615+00:00,5,4,5,4,5,4,5,5,3
ksredoneqru0xqxf7nq2hydb58zr0nvn,Student,should all the advertisements be banned?,2023-03-28 13:08:45.953705+00:00,3,1,1,1,1,1,1,1,3
8j5mwnzgha1ifg9okov4p9mpwdxxvf6x,Student,Use of CCTV cameras,2023-03-28 13:08:50.024934+00:00,3,5,5,6,6,5,5,5,3
0j5ac1w3jqs3n4d88fxghkr996puxnzf,ChatGPT-3,Giving mobile phones to the unemployed,2023-03-28 13:08:57.175001+00:00,2,4,4,4,4,3,4,4,2
ltvxxgg19tw3faj7z0k6mkvq8g9jwegx,Student,Prefer to live in a small town rather than a city,2023-03-28 13:08:58.790717+00:00,5,4,3,3,3,4,4,4,3
6z2czq2ox46ouw2hdygosn0svlyq2l9l,ChatGPT-3,Can petrol price increase impact on reducing traffic and pollution?,2023-03-28 13:09:03.114933+00:00,1,6,5,6,6,6,5,5,3
c5e8dbxl8892elwdq7enj4u6ldlp7zag,Student,Solve traffic and housing problems by moving companies to the rural areas?,2023-03-28 13:09:04.185874+00:00,4,3,4,4,3,4,3,3,2
7h4kehby4qflhzzjg13qr89hl89kr6s2,Student,Why you should exercise,2023-03-28 13:09:05.899893+00:00,1,6,6,6,6,6,6,6,0
0ll3yprr67qbpu204ogv1msgkj0b5720,ChatGPT-4,Society should ban all forms of the advertising,2023-03-28 13:09:09.908091+00:00,2,4,4,4,6,4,4,6,0
6y89af5q9a9exs9tcc2lk9tphhn6oeh3,ChatGPT-4,Solve traffic and housing problems by moving companies to the rural areas?,2023-03-28 13:09:14.557628+00:00,3,6,5,5,6,6,6,6,4
zprb1muapmszr1s8btczu55w5y4wlxpe,Student,Giving mobile phones to the unemployed,2023-03-28 13:09:16.753196+00:00,4,5,4,4,5,5,5,4,3
zby0p8ese5gmn1tslotguvjz6sr6fwry,Student,Knowledge from experience is more important than that from books,2023-03-28 13:09:18.661581+00:00,1,1,1,1,2,2,1,3,1
ilfp64e1834fa3jfozvmtz4bmpezd3b1,ChatGPT-4,International sporting occasions help to ease international tensions,2023-03-28 13:09:21.464526+00:00,4,4,5,5,6,4,5,5,2
iidiehcofyz0c0u11g2vu3nmgpjqlj15,ChatGPT-4,Prefer to live in a small town rather than a city,2023-03-28 13:09:24.310814+00:00,1,5,5,4,5,5,4,5,0
fxty78tj0luhghulpp686zi9swrx64xi,Student,Use of CCTV cameras,2023-03-28 13:09:24.894793+00:00,2,2,4,3,3,2,2,3,2
c65f6wf1av4g3nkfzj11vbs3j4ut7e5p,ChatGPT-4,Prefer to live in a small town rather than a city,2023-03-28 13:09:25.731079+00:00,4,5,5,4,4,4,4,5,3
ccq6yh0sv33g0hhab3fqtcunap9lxrz1,ChatGPT-3,Locker checks,2023-03-28 13:09:26.691968+00:00,2,5,5,5,5,5,5,4,1
k93jcx7ncootup27k9cukufet8klqhe4,ChatGPT-4,Financial Aid To Developing Countries,2023-03-28 13:09:29.323607+00:00,5,6,6,6,6,5,6,5,4
kvhozafx51i5gz3bcc7h668sdiph7q02,Student,should teenagers learn all school subjects/focus on one subject,2023-03-28 13:09:32.042688+00:00,1,3,3,2,4,3,3,3,0
85d01jfwme6nq0xuv81yn1jel0bsnxq6,ChatGPT-4,Computer replace  man power in jobs,2023-03-28 13:09:32.986348+00:00,3,5,4,3,6,5,5,5,1
jfxrdb4vpizn9mjmtka32psmk1htgegt,ChatGPT-4,pros and cons of developments in agriculture,2023-03-28 13:09:35.126793+00:00,4,5,5,5,6,3,5,5,3
fpclvya6ezg3r9y75so0eijx3g92fth7,ChatGPT-3,Do arts and music improve the quality of life?,2023-03-28 13:09:38.260837+00:00,1,5,5,5,6,5,5,5,0
yoo1jra1u9p6xm2ijx2uqx6b8i1bpz2d,Student,Everyone Should Go Camping,2023-03-28 13:09:41.035694+00:00,3,5,4,5,5,2,4,4,2
bfb3uj06g3twa0h1oerv63pcacnffkls,Student,Should governments be responsible to help the unemployed and homeless,2023-03-28 13:09:46.987940+00:00,5,2,2,2,3,4,4,3,2
uwrin05xaajicfy33jc255se0w5vq22d,Student,Study at school or get a job?,2023-03-28 13:09:57.390576+00:00,2,2,2,2,3,2,3,3,2
uatb851hhhj4nslj3ocd8yo240wnqgu5,ChatGPT-3,Advertisements affects on consumer goods,2023-03-28 13:10:03.693957+00:00,2,5,5,4,5,4,4,4,0
9e29g8fljpiaqqzio6jvwh2p62k960km,ChatGPT-3,Should students be taught to compete or to cooperate?,2023-03-28 13:10:07.601125+00:00,2,5,5,4,6,5,5,5,3
xea685r9fwrkuaugtc3aucspv34av5el,ChatGPT-4,Is image more powerful than the written word?,2023-03-28 13:10:09.355060+00:00,5,6,6,6,6,6,6,6,4
wjtbk547gm3kbhm2syykrda91a9koceu,Student,teaching and researching working together lead to the success,2023-03-28 13:10:11.613662+00:00,4,1,1,1,1,2,4,4,3
l3e1dw5u4qyqqxikbnx4ojfwzz8zx20i,ChatGPT-3,teaching and researching working together lead to the success,2023-03-28 13:10:15.229218+00:00,5,5,5,4,3,5,5,5,2
iidiehcofyz0c0u11g2vu3nmgpjqlj15,ChatGPT-3,people will spend less time on cooking food,2023-03-28 13:10:18.782715+00:00,1,5,5,4,5,5,4,5,0
7m0e64i3izio38r6xchtiigf45pqo57b,ChatGPT-4,Solve traffic and housing problems by moving companies to the rural areas?,2023-03-28 13:10:20.391571+00:00,4,3,4,4,5,4,5,5,2
mfctuxkizf1flo6083xotwsi3o40wdup,Student,Advertising - positive or negative part of our lives,2023-03-28 13:10:24.891322+00:00,1,3,4,4,4,3,4,4,1
hwlcvhvkpcsq26vqw3h4agtiu450yue0,ChatGPT-3,Technology cannot solve all the world's problems,2023-03-28 13:10:41.474208+00:00,5,5,5,5,6,6,6,6,3
twgmdtb7g2y9scz3vw45nqh4w3nvpt1q,Student,Lessons with teachers versus others sources,2023-03-28 13:10:43.075671+00:00,4,3,4,3,3,2,3,3,3
kxhdunah6ib3a2597w6f4ikbyukby99e,ChatGPT-3,Influence Of Large Factory,2023-03-28 13:10:44.272281+00:00,3,4,3,4,6,3,5,4,3
2qpxkgwgxmlymjo937jx65f3dzqzisx6,ChatGPT-4,government shouldn't put money on building theaters or sports stadiums,2023-03-28 13:10:48.204680+00:00,2,5,5,4,6,6,6,6,2
q6pbiymk6hbriv1i7otts03k8x05w5x5,Student,zoos should be built to protect rural animals,2023-03-28 13:10:53.825251+00:00,1,4,4,4,5,4,4,4,1
kgermx9bs6qgjoj2uylwnlxuf2qmn2cx,ChatGPT-4,International tourism is now more common than ever before (against),2023-03-28 13:10:54.057354+00:00,5,6,6,5,6,6,6,6,4
kvhozafx51i5gz3bcc7h668sdiph7q02,ChatGPT-4,Influence of English - advantages outweigh the disadvantages,2023-03-28 13:11:09.295165+00:00,1,3,3,3,3,3,4,3,0
0srbxg98ookztl91uhlt1s9rgtbw53s4,ChatGPT-4,"Government should spend money on ARTs, not only on public services",2023-03-28 13:11:15.744612+00:00,2,4,4,4,5,5,5,5,1
ltvxxgg19tw3faj7z0k6mkvq8g9jwegx,ChatGPT-4,technology that widen the gap between rich and poor?,2023-03-28 13:11:16.729264+00:00,5,6,6,6,6,6,6,6,4
1ffzqxil7h3zmumj85svnetx29uvej3o,ChatGPT-4,computer has negative effects to children,2023-03-28 13:11:20.669872+00:00,2,3,4,4,4,4,4,4,2
7h4kehby4qflhzzjg13qr89hl89kr6s2,ChatGPT-3,capital punishment..necessary or not,2023-03-28 13:11:23.555323+00:00,1,5,5,5,5,5,5,5,0
fpclvya6ezg3r9y75so0eijx3g92fth7,ChatGPT-3,Nowadays there are more opportunities for women than there were in the past,2023-03-28 13:11:25.929307+00:00,1,5,4,4,5,5,5,5,0
uatb851hhhj4nslj3ocd8yo240wnqgu5,ChatGPT-3,Artists' freedom to express ideas,2023-03-28 13:11:26.590505+00:00,2,3,4,3,4,3,3,3,0
0ynzvwvxifu3enwwv5vog2rc8via3sb4,Student,Use of CCTV cameras,2023-03-28 13:11:32.661315+00:00,2,3,5,5,5,5,5,5,2
hwlcvhvkpcsq26vqw3h4agtiu450yue0,ChatGPT-4,Should students be taught to compete or to cooperate?,2023-03-28 13:11:32.824144+00:00,5,5,5,5,6,6,5,6,3
ovveu2pletq3xkjup4t2qmqe3u69ytcb,ChatGPT-4,Can petrol price increase impact on reducing traffic and pollution?,2023-03-28 13:11:35.487146+00:00,3,5,6,4,6,4,5,5,1
8j5mwnzgha1ifg9okov4p9mpwdxxvf6x,Student,effects of globalization (decrease in global tension),2023-03-28 13:11:40.014971+00:00,3,3,4,3,3,3,4,4,3
mfctuxkizf1flo6083xotwsi3o40wdup,ChatGPT-3,technology that widen the gap between rich and poor?,2023-03-28 13:11:44.640917+00:00,1,5,5,5,6,4,5,5,0
ksredoneqru0xqxf7nq2hydb58zr0nvn,Student,Government And Education,2023-03-28 13:11:49.755219+00:00,3,2,2,2,1,2,2,1,3
85d01jfwme6nq0xuv81yn1jel0bsnxq6,ChatGPT-3,Technology keeps traditional skills and ways of life alive or not?,2023-03-28 13:11:52.574648+00:00,3,4,5,4,6,5,6,5,2
ccq6yh0sv33g0hhab3fqtcunap9lxrz1,ChatGPT-3,museums and art galleries will disappear soon?,2023-03-28 13:11:56.542821+00:00,2,5,5,5,6,5,5,5,1
goy6fcxoim5ydlkiarbswih1qcqqca18,ChatGPT-4,The Truth About Cannabis,2023-03-28 13:11:59.351022+00:00,2,3,4,4,5,4,4,5,2
g0rntgh8sk4ehswu3iphviv8byk5bgad,Student,Knowledge from experience is more important than that from books,2023-03-28 13:12:20.461046+00:00,4,5,3,4,1,4,4,5,3
wmwrgz5dwqtgkkxf3mz3efhc44w9ly2u,ChatGPT-4,Should rich countries help poor countries?,2023-03-28 13:12:33.990156+00:00,2,4,4,3,6,5,6,5,1
c5e8dbxl8892elwdq7enj4u6ldlp7zag,Student,Government should make more effort to promote alternative sources of energy,2023-03-28 13:12:35.325546+00:00,4,2,2,1,1,1,1,2,1
gzefi1rs5qm7904owyzotxhxc3ny9goh,ChatGPT-3,Creative Artists,2023-03-28 13:12:35.662420+00:00,4,5,4,4,5,5,5,5,3
c65f6wf1av4g3nkfzj11vbs3j4ut7e5p,ChatGPT-4,advantages and disadvantages of the prevalent of English,2023-03-28 13:12:40.782394+00:00,4,5,5,5,5,5,5,5,3
mfctuxkizf1flo6083xotwsi3o40wdup,ChatGPT-3,Museums as a form of entertainment or education?,2023-03-28 13:12:42.770186+00:00,1,4,5,4,5,4,4,5,0
27cy61crue3numwu12qb1yjahlgx4dfo,Student,Should students be taught to compete or to cooperate?,2023-03-28 13:12:43.811419+00:00,1,3,3,3,3,3,3,3,0
6z2czq2ox46ouw2hdygosn0svlyq2l9l,Student,Benefits of students' unpaid work,2023-03-28 13:12:48.366322+00:00,1,4,4,3,5,5,4,3,2
3abdtb3vc2w8k9u6k3bbajtd6szuifko,ChatGPT-3,should goverment control media crime,2023-03-28 13:12:58.424807+00:00,4,3,2,2,3,4,3,3,3
fxty78tj0luhghulpp686zi9swrx64xi,ChatGPT-4,Should high school make music lessons compulsory,2023-03-28 13:13:00.936262+00:00,2,3,5,4,5,4,5,4,2
ijrt9imkugyvgpj17hpnqv2zzrcbokzz,Student,Solve traffic and housing problems by moving companies to the rural areas?,2023-03-28 13:13:02.241141+00:00,4,4,4,4,5,5,5,4,2
yoo1jra1u9p6xm2ijx2uqx6b8i1bpz2d,ChatGPT-4,Those who use drugs should be automatically sentenced to time in prison,2023-03-28 13:13:07.424089+00:00,3,4,5,4,5,5,5,5,2
urzb5uheinwspm5r00lot77vksy6a8l5,Student,"computers..use,future prospects and over-dependence",2023-03-28 13:13:14.461607+00:00,1,2,4,4,3,2,3,3,0
zprb1muapmszr1s8btczu55w5y4wlxpe,Student,distance-learning vs. attending school in person,2023-03-28 13:13:18.491239+00:00,4,5,5,5,4,5,5,4,2
q6pbiymk6hbriv1i7otts03k8x05w5x5,Student,Gender Equality at university admission,2023-03-28 13:13:18.595985+00:00,1,2,2,3,3,3,3,3,1
9e29g8fljpiaqqzio6jvwh2p62k960km,ChatGPT-3,Government should be responsible for education and health care or not?,2023-03-28 13:13:25.975005+00:00,2,4,4,4,4,4,4,4,3
1ffzqxil7h3zmumj85svnetx29uvej3o,ChatGPT-4,Museums as a form of entertainment or education?,2023-03-28 13:13:31.662099+00:00,2,4,5,4,5,5,5,5,2
wjtbk547gm3kbhm2syykrda91a9koceu,ChatGPT-3,Giving mobile phones to the unemployed,2023-03-28 13:13:36.550685+00:00,4,6,5,5,6,4,5,5,3
0ynzvwvxifu3enwwv5vog2rc8via3sb4,Student,Why should human beings travel to outer space?,2023-03-28 13:13:38.679954+00:00,2,4,4,3,6,3,4,3,1
kxhdunah6ib3a2597w6f4ikbyukby99e,ChatGPT-3,is a break good or bad after high school for students,2023-03-28 13:13:40.472744+00:00,3,5,5,4,6,4,5,4,4
uwrin05xaajicfy33jc255se0w5vq22d,ChatGPT-4,Several languages are in danger of extinction,2023-03-28 13:13:41.307830+00:00,2,6,5,5,6,5,6,5,3
xea685r9fwrkuaugtc3aucspv34av5el,ChatGPT-3,economic development vs environment,2023-03-28 13:13:52.360323+00:00,5,4,4,5,4,5,5,4,3
6y89af5q9a9exs9tcc2lk9tphhn6oeh3,ChatGPT-4,True Function of A University,2023-03-28 13:13:52.959473+00:00,3,5,5,4,4,5,4,4,3
8j5mwnzgha1ifg9okov4p9mpwdxxvf6x,ChatGPT-4,International tourism is now more common than ever before (for),2023-03-28 13:14:08.901916+00:00,3,5,5,6,6,4,5,6,3
0j5ac1w3jqs3n4d88fxghkr996puxnzf,ChatGPT-4,Gun control,2023-03-28 13:14:14.231158+00:00,2,5,4,5,5,5,5,5,2
7m0e64i3izio38r6xchtiigf45pqo57b,ChatGPT-4,Gender Equality at university admission,2023-03-28 13:14:15.349392+00:00,4,3,4,3,5,4,4,5,2
4pk3owfwo13gmb1w2lq7wadkc9sjzb18,ChatGPT-3,The Non-Issue of Same Sex Marriage,2023-03-28 13:14:32.283705+00:00,5,3,3,3,5,4,5,5,3
2qpxkgwgxmlymjo937jx65f3dzqzisx6,Student,More people are migrating to other countries than ever before,2023-03-28 13:14:47.541770+00:00,2,2,2,2,3,3,3,3,2
27cy61crue3numwu12qb1yjahlgx4dfo,ChatGPT-4,Advertisements affects on consumer goods,2023-03-28 13:15:05.283698+00:00,1,3,3,3,3,3,3,3,1
c5e8dbxl8892elwdq7enj4u6ldlp7zag,Student,Air pollution,2023-03-28 13:15:06.823803+00:00,4,1,0,0,1,1,0,1,3
urzb5uheinwspm5r00lot77vksy6a8l5,ChatGPT-3,Young people should go to university or not,2023-03-28 13:15:15.118437+00:00,1,2,1,1,1,1,1,1,0
l3e1dw5u4qyqqxikbnx4ojfwzz8zx20i,Student,Can petrol price increase impact on reducing traffic and pollution?,2023-03-28 13:15:25.751520+00:00,5,2,3,2,4,4,4,4,2
6z2czq2ox46ouw2hdygosn0svlyq2l9l,ChatGPT-4,Benefits of students doing extra jobs,2023-03-28 13:15:27.938996+00:00,1,5,5,5,5,6,5,5,2
zprb1muapmszr1s8btczu55w5y4wlxpe,ChatGPT-4,Benefits of students' unpaid work,2023-03-28 13:15:35.704809+00:00,4,6,6,6,6,6,6,6,4
c65f6wf1av4g3nkfzj11vbs3j4ut7e5p,Student,Advertisements affects on consumer goods,2023-03-28 13:15:43.913612+00:00,4,4,4,4,3,3,4,3,3
g0rntgh8sk4ehswu3iphviv8byk5bgad,ChatGPT-4,Air pollution,2023-03-28 13:15:46.734139+00:00,4,6,6,5,6,5,5,3,2
goy6fcxoim5ydlkiarbswih1qcqqca18,ChatGPT-3,Why should human beings travel to outer space?,2023-03-28 13:15:47.378514+00:00,2,4,4,3,6,3,4,4,2
gzefi1rs5qm7904owyzotxhxc3ny9goh,Student,Benefits of students doing extra jobs,2023-03-28 13:15:52.214596+00:00,4,4,4,4,1,2,2,3,3
27cy61crue3numwu12qb1yjahlgx4dfo,Student,computer has negative effects to children,2023-03-28 13:16:04.986995+00:00,1,3,3,3,3,3,3,3,0
85d01jfwme6nq0xuv81yn1jel0bsnxq6,ChatGPT-3,International tourism is now more common than ever before (for),2023-03-28 13:16:05.351327+00:00,3,3,3,4,6,5,5,5,3
wmwrgz5dwqtgkkxf3mz3efhc44w9ly2u,ChatGPT-3,Air pollution,2023-03-28 13:16:06.063637+00:00,2,4,4,4,4,2,3,3,1
urzb5uheinwspm5r00lot77vksy6a8l5,Student,Influence Of Large Factory,2023-03-28 13:16:23.210501+00:00,1,6,6,6,6,6,6,6,0
kgermx9bs6qgjoj2uylwnlxuf2qmn2cx,ChatGPT-3,More people are migrating to other countries than ever before,2023-03-28 13:16:50.078866+00:00,5,5,6,5,6,6,6,6,4
0j5ac1w3jqs3n4d88fxghkr996puxnzf,ChatGPT-3,Benefits of students' unpaid work,2023-03-28 13:16:55.210775+00:00,2,4,4,3,4,3,4,4,2
z829f0o2q6wb7in59s4xp8d6xpwhkzcg,ChatGPT-4,zoos should be banned,2023-03-28 13:16:58.921791+00:00,2,6,6,5,6,5,6,5,3
7m0e64i3izio38r6xchtiigf45pqo57b,ChatGPT-3,computer has negative effects to children,2023-03-28 13:17:01.582738+00:00,4,4,5,4,5,4,5,5,2
kxhdunah6ib3a2597w6f4ikbyukby99e,ChatGPT-4,Effects of mobile phones,2023-03-28 13:17:03.412875+00:00,3,5,5,4,6,5,6,5,3
rfnh84gq81cvrlu3bnwwf18rgmfux1n2,ChatGPT-3,should all the advertisements be banned?,2023-03-28 13:17:09.383442+00:00,3,2,3,4,4,3,4,4,1
3abdtb3vc2w8k9u6k3bbajtd6szuifko,ChatGPT-3,Benefits of students doing extra jobs,2023-03-28 13:17:29.010655+00:00,4,3,1,1,1,2,1,2,2
rfnh84gq81cvrlu3bnwwf18rgmfux1n2,ChatGPT-3,Financial Aid To Developing Countries,2023-03-28 13:17:32.342177+00:00,3,5,5,5,4,5,5,4,1
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,Student,Young people should go to university or not,2023-03-28 13:17:35.295153+00:00,1,5,5,4,4,2,4,4,0
ovveu2pletq3xkjup4t2qmqe3u69ytcb,Student,International tourism is now more common than ever before (for),2023-03-28 13:17:36.619625+00:00,3,6,5,6,3,5,3,3,2
xea685r9fwrkuaugtc3aucspv34av5el,Student,Effects of mobile phones,2023-03-28 13:17:53.677068+00:00,5,2,1,1,2,2,2,3,3
urzb5uheinwspm5r00lot77vksy6a8l5,ChatGPT-4,Prepared Food,2023-03-28 13:18:06.289258+00:00,1,4,4,4,5,4,4,4,0
goy6fcxoim5ydlkiarbswih1qcqqca18,ChatGPT-3,Prepared Food,2023-03-28 13:18:22.486119+00:00,2,3,4,3,6,3,4,4,2
g0rntgh8sk4ehswu3iphviv8byk5bgad,ChatGPT-4,Influence Of Large Factory,2023-03-28 13:18:50.982079+00:00,4,6,6,6,6,6,5,5,3
l3e1dw5u4qyqqxikbnx4ojfwzz8zx20i,ChatGPT-3,Paying more money is the only motivation to make employees work harder,2023-03-28 13:19:00.395649+00:00,5,3,2,3,5,5,5,5,2
z829f0o2q6wb7in59s4xp8d6xpwhkzcg,Student,Prepared Food,2023-03-28 13:19:17.716825+00:00,2,5,5,4,3,4,4,3,3
6y89af5q9a9exs9tcc2lk9tphhn6oeh3,ChatGPT-3,Effects of mobile phones,2023-03-28 13:19:22.126373+00:00,3,5,5,4,6,4,5,5,3
4pk3owfwo13gmb1w2lq7wadkc9sjzb18,Student,Paying more money is the only motivation to make employees work harder,2023-03-28 13:19:52.119319+00:00,5,3,3,3,4,4,4,4,3
7m0e64i3izio38r6xchtiigf45pqo57b,ChatGPT-4,"Sporting events easing international tensions, releasing patriotic feelings",2023-03-28 13:20:15.680205+00:00,4,4,4,4,5,3,4,5,2
l3e1dw5u4qyqqxikbnx4ojfwzz8zx20i,Student,Society should ban all forms of the advertising,2023-03-28 13:20:47.167673+00:00,5,5,5,5,4,5,4,5,2
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,ChatGPT-3,"Sporting events easing international tensions, releasing patriotic feelings",2023-03-28 13:21:09.197198+00:00,1,4,4,3,6,5,5,5,0
gzefi1rs5qm7904owyzotxhxc3ny9goh,Student,"Sporting events easing international tensions, releasing patriotic feelings",2023-03-28 13:21:28.931010+00:00,4,3,4,4,4,4,4,4,2
urzb5uheinwspm5r00lot77vksy6a8l5,ChatGPT-3,Government should make more effort to promote alternative sources of energy,2023-03-28 13:21:35.158699+00:00,1,4,4,4,4,4,4,4,0
gzefi1rs5qm7904owyzotxhxc3ny9goh,ChatGPT-3,Do married women usually work? Why and why not?,2023-03-28 13:22:13.395287+00:00,4,5,5,5,6,6,5,5,3
ovveu2pletq3xkjup4t2qmqe3u69ytcb,Student,Financial Aid To Developing Countries,2023-03-28 13:23:37.809917+00:00,3,6,4,5,3,4,5,4,1
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,Student,Do married women usually work? Why and why not?,2023-03-28 13:24:51.536043+00:00,1,0,0,0,3,2,2,3,0
ovveu2pletq3xkjup4t2qmqe3u69ytcb,ChatGPT-4,Government should make more effort to promote alternative sources of energy,2023-03-28 13:25:25.609839+00:00,3,6,6,6,6,4,5,5,0
ovveu2pletq3xkjup4t2qmqe3u69ytcb,ChatGPT-3,International tourism is now more common than ever before (against),2023-03-28 13:26:22.432997+00:00,3,6,6,5,6,4,5,6,0
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,ChatGPT-4,Should governments be responsible to help the unemployed and homeless,2023-03-28 13:29:16.787785+00:00,1,6,6,5,6,5,5,4,0
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-4,Computer replace  man power in jobs,2023-03-28 13:51:06.441142+00:00,4,4,4,4,4,4,4,4,4
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-4,Government And Education,2023-03-28 13:51:54.391852+00:00,4,2,2,2,2,2,2,2,3
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-3,Living and studying overseas,2023-03-28 13:52:31.762532+00:00,4,4,4,4,4,4,4,4,3
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-3,Why you should exercise,2023-03-28 13:52:55.590784+00:00,4,4,4,4,4,4,4,4,3
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-3,Alternative forms of transport to alleviate traffic congestion,2023-03-28 13:55:21.943224+00:00,4,4,4,2,5,3,4,3,4
ru8on6nvucn5y660nt0o3epk27uuzkah,Student,Will newspapers become a thing of the past?,2023-03-28 13:55:51.370998+00:00,4,4,4,2,3,2,4,3,4
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,Student,International tourism is now more common than ever before (against),2023-03-28 14:15:01.390192+00:00,1,3,3,2,4,3,3,3,0
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,ChatGPT-4,Living and studying overseas,2023-03-28 14:18:36.671371+00:00,1,6,5,5,6,5,5,5,0
